gvkey,permno,adate,qdate,public_date,bm,evm,pe_exi,pe_inc,ps,pcf,npm,opmbd,gpm,cfm,roa,roe,roce,equity_invcap,debt_invcap,totdebt_invcap,capital_ratio,int_totdebt,debt_ebitda,ocf_lct,cash_debt,lt_ppent,cash_ratio,quick_ratio,curr_ratio,inv_turn,at_turn,rect_turn,pay_turn,ptb,divyield,TICKER
12540,75510,2015-11-30,2015-11-30,2016-01-31,0.158,39.028,71.879,71.879,9.252,30.194,0.131,0.253,0.897,0.202,0.108,0.088,0.104,0.786,0.214,0.214,0.214,0.038,1.569,0.664,0.311,6.0,1.802,2.178,2.178,,0.426,7.589,6.088,6.154,,ADBE
12540,75510,2015-11-30,2016-02-29,2016-04-30,0.172,31.864,60.013,60.013,9.296,26.418,0.158,0.27,0.9,0.225,0.121,0.113,0.119,0.783,0.217,0.217,0.217,0.036,1.395,0.845,0.311,5.928,1.796,2.187,2.187,,0.438,8.566,6.971,6.415,,ADBE
12540,75510,2015-11-30,2016-05-31,2016-07-31,0.151,30.428,55.288,55.288,9.19,27.072,0.169,0.286,0.901,0.233,0.131,0.125,0.134,0.786,0.214,0.214,0.214,0.036,1.261,0.81,0.311,6.038,1.808,2.195,2.195,,0.448,8.384,6.792,6.507,,ADBE
12540,75510,2015-11-30,2016-08-31,2016-10-31,0.148,29.796,54.852,54.852,9.628,27.293,0.179,0.297,0.902,0.239,0.139,0.136,0.146,0.789,0.211,0.211,0.211,0.036,1.163,0.839,0.311,6.144,1.805,2.187,2.187,,0.461,8.321,6.749,7.112,,ADBE
12540,75510,2016-11-30,2016-11-30,2017-01-31,0.15,29.253,48.871,48.871,9.572,25.475,0.2,0.308,0.899,0.256,0.148,0.157,0.164,0.796,0.204,0.204,0.204,0.037,1.055,0.782,0.416,6.471,1.693,2.077,2.077,,0.479,7.78,6.49,7.332,,ADBE
12540,75510,2016-11-30,2017-02-28,2017-04-30,0.134,27.396,51.046,51.046,10.753,27.198,0.213,0.323,0.901,0.267,0.161,0.175,0.18,0.795,0.205,0.205,0.205,0.037,0.96,0.913,0.416,6.407,1.705,2.088,2.088,,0.489,7.986,5.535,8.401,,ADBE
12540,75510,2016-11-30,2017-05-31,2017-07-31,0.116,27.753,50.865,50.865,11.075,27.921,0.221,0.328,0.901,0.271,0.17,0.189,0.195,0.799,0.201,0.201,0.201,0.038,0.886,0.915,0.416,6.34,1.66,2.038,2.038,,0.507,7.871,5.873,8.941,,ADBE
12540,75510,2016-11-30,2017-08-31,2017-10-31,0.11,28.419,55.082,55.082,12.508,31.112,0.231,0.336,0.898,0.278,0.18,0.205,0.211,0.804,0.196,0.196,0.196,0.039,0.816,0.923,0.416,6.292,1.638,2.014,2.014,,0.521,7.688,6.307,10.222,,ADBE
12540,75510,2017-11-30,2017-11-30,2018-01-31,0.098,36.727,59.101,59.101,13.44,33.69,0.232,0.339,0.894,0.277,0.182,0.207,0.22,0.818,0.182,0.182,0.182,0.039,0.759,0.826,0.479,6.484,1.65,2.055,2.055,,0.536,7.12,7.705,11.228,,ADBE
12540,75510,2017-11-30,2018-02-28,2018-04-30,0.084,31.78,58.936,58.936,14.175,34.404,0.244,0.354,0.898,0.286,0.199,0.227,0.243,0.814,0.186,0.186,0.186,0.04,0.692,0.952,0.479,6.252,1.671,2.053,2.053,,0.542,7.353,7.605,12.64,,ADBE
12540,75510,2017-11-30,2018-05-31,2018-07-31,0.071,34.202,56.378,56.378,14.751,34.196,0.267,0.359,0.898,0.306,0.205,0.256,0.256,0.819,0.181,0.181,0.181,0.042,0.645,1.0,0.479,6.372,1.69,2.074,2.074,,0.555,7.448,7.343,13.763,,ADBE
12540,75510,2017-11-30,2018-08-31,2018-10-31,0.069,36.474,50.777,50.777,13.995,31.952,0.282,0.36,0.899,0.319,0.211,0.28,0.267,0.822,0.178,0.178,0.178,0.043,0.607,1.03,0.479,6.446,1.594,1.973,1.973,,0.571,7.793,6.799,13.537,,ADBE
12540,75510,2018-11-30,2018-11-30,2019-01-31,0.077,39.771,47.658,47.658,13.383,29.993,0.287,0.352,0.895,0.325,0.191,0.286,0.238,0.694,0.306,0.306,0.306,0.03,1.297,0.937,0.428,8.75,0.751,1.129,1.129,,0.542,7.128,6.314,12.845,,ADBE
12540,75510,2018-11-30,2019-02-28,2019-04-30,0.078,39.053,53.565,53.565,14.776,34.822,0.281,0.344,0.896,0.324,0.205,0.301,0.25,0.768,0.232,0.251,0.232,0.037,0.913,0.946,0.428,7.641,1.035,1.403,1.403,,0.555,7.998,6.717,14.118,,ADBE
12540,75510,2018-11-30,2019-05-31,2019-07-31,0.076,38.073,55.757,55.757,14.363,34.657,0.262,0.342,0.897,0.31,0.2,0.287,0.236,0.788,0.212,0.296,0.212,0.037,1.033,0.794,0.428,8.018,0.705,1.026,1.026,,0.551,8.121,6.433,14.413,,ADBE
12540,75510,2018-11-30,2019-08-31,2019-10-31,0.075,36.354,49.366,49.366,12.64,32.393,0.261,0.347,0.899,0.312,0.201,0.29,0.231,0.808,0.192,0.339,0.192,0.036,1.119,0.662,0.428,8.337,0.541,0.84,0.84,,0.546,8.03,6.24,12.971,,ADBE
12540,75510,2019-11-30,2019-11-30,2020-01-31,0.071,39.921,58.523,58.523,15.155,38.286,0.264,0.344,0.886,0.33,0.194,0.294,0.232,0.914,0.086,0.359,0.086,0.038,1.077,0.54,0.432,7.913,0.51,0.793,0.793,,0.565,7.838,6.431,15.866,,ADBE
12540,75510,2019-11-30,2020-02-29,2020-04-30,0.063,35.299,53.582,53.582,14.655,36.106,0.277,0.366,0.902,0.344,0.213,0.315,0.246,0.844,0.156,0.351,0.156,0.035,1.003,0.655,0.432,7.255,0.535,0.832,0.832,,0.571,8.377,5.486,16.256,,ADBE
12540,75510,2019-11-30,2020-05-31,2020-07-31,0.059,36.216,58.617,58.617,17.694,44.327,0.307,0.377,0.905,0.375,0.222,0.356,0.259,0.79,0.21,0.332,0.21,0.031,0.974,0.729,0.432,6.635,0.62,0.961,0.961,,0.576,8.51,4.808,19.396,,ADBE
12540,75510,2019-11-30,2020-08-31,2020-10-31,0.048,40.33,56.31,56.31,17.247,40.306,0.311,0.382,0.907,0.38,0.227,0.363,0.267,0.746,0.254,0.313,0.254,0.027,0.962,0.898,0.432,6.069,0.758,1.138,1.138,,0.578,8.87,4.65,18.193,,ADBE
12540,75510,2020-11-30,2020-11-30,2021-01-31,0.058,48.769,42.361,42.361,17.067,38.347,0.409,0.373,0.897,0.468,0.213,0.439,0.26,0.742,0.258,0.263,0.258,0.026,0.982,1.039,0.52,5.499,1.087,1.478,1.478,,0.571,8.775,5.141,16.545,,ADBE
12540,75510,2020-11-30,2021-02-28,2021-04-30,0.062,40.777,44.242,44.242,17.76,39.356,0.407,0.403,0.918,0.463,0.247,0.478,0.292,0.728,0.272,0.278,0.272,0.024,0.853,1.143,0.52,5.582,0.952,1.368,1.368,,0.587,9.769,4.145,17.831,,ADBE
12540,75510,2020-11-30,2021-05-31,2021-07-31,0.058,40.377,53.867,53.867,20.581,42.44,0.388,0.411,0.92,0.442,0.254,0.449,0.302,0.739,0.261,0.266,0.261,0.024,0.796,1.235,0.52,5.6,0.973,1.372,1.372,,0.592,10.075,4.156,21.256,,ADBE
12540,75510,2020-11-30,2021-08-31,2021-10-31,0.046,40.737,53.793,53.793,20.494,44.55,0.387,0.417,0.922,0.438,0.259,0.444,0.31,0.749,0.251,0.256,0.251,0.024,0.747,1.175,0.52,5.653,0.968,1.362,1.362,,0.598,10.168,3.937,21.458,,ADBE
12540,75510,2021-11-30,2021-11-30,2022-01-31,0.047,50.739,53.323,53.323,15.988,34.907,0.305,0.403,0.906,0.355,0.247,0.343,0.31,0.764,0.236,0.241,0.236,0.024,0.734,1.043,0.581,5.881,0.836,1.251,1.251,,0.613,9.637,4.777,17.05,,ADBE
12540,75510,2021-11-30,2022-02-28,2022-04-30,0.062,41.373,39.32,39.32,11.59,25.887,0.299,0.417,0.92,0.349,0.259,0.34,0.315,0.761,0.239,0.251,0.239,0.024,0.695,1.092,0.581,5.75,0.848,1.241,1.241,,0.615,9.805,4.141,13.578,,ADBE
12540,75510,2021-11-30,2022-05-31,2022-07-31,0.071,38.903,40.051,40.051,11.498,26.368,0.293,0.412,0.918,0.342,0.262,0.343,0.32,0.767,0.233,0.252,0.233,0.024,0.679,1.051,0.581,5.694,0.793,1.179,1.179,,0.632,9.972,4.199,13.721,,ADBE
12540,75510,2021-11-30,2022-08-31,2022-10-31,0.082,33.434,31.41,31.41,8.613,19.537,0.28,0.404,0.917,0.329,0.263,0.338,0.322,0.772,0.228,0.253,0.228,0.024,0.671,1.047,0.581,5.643,0.745,1.124,1.124,,0.647,10.003,4.422,10.3,,ADBE
12540,75510,2022-11-30,2022-11-30,2023-01-31,0.088,24.505,36.667,36.667,9.63,21.631,0.27,0.38,0.901,0.319,0.246,0.329,0.32,0.776,0.224,0.256,0.224,0.024,0.692,0.964,0.598,5.665,0.75,1.107,1.107,,0.647,8.93,5.036,12.042,,ADBE
12540,75510,2022-11-30,2023-02-28,2023-04-30,0.096,24.909,37.198,37.198,9.622,22.312,0.263,0.388,0.915,0.311,0.263,0.337,0.328,0.777,0.223,0.248,0.223,0.026,0.646,1.022,0.598,5.48,0.751,1.11,1.11,,0.673,10.031,4.485,12.191,,ADBE
12540,75510,2022-11-30,2023-05-31,2023-07-31,0.078,24.254,52.066,52.066,13.508,31.668,0.263,0.386,0.915,0.31,0.266,0.343,0.335,0.78,0.22,0.238,0.22,0.026,0.615,1.014,0.598,5.433,0.777,1.131,1.131,,0.68,10.134,4.626,16.777,,ADBE
12540,75510,2022-11-30,2023-08-31,2023-10-31,0.062,26.178,47.847,47.847,12.827,30.168,0.271,0.39,0.916,0.317,0.272,0.356,0.346,0.785,0.215,0.226,0.215,0.027,0.576,1.006,0.598,5.454,0.81,1.16,1.16,,0.682,10.206,4.725,15.355,,ADBE
20779,76076,2014-07-31,2014-10-31,2015-01-31,0.454,11.296,17.935,17.935,2.847,11.06,0.162,0.265,0.635,0.214,0.123,0.135,0.133,0.756,0.244,0.268,0.244,0.028,1.596,0.599,0.254,14.133,2.48,3.1,3.178,10.884,0.462,5.428,17.487,2.374,2.88%,CSCO
20779,76076,2014-07-31,2015-01-31,2015-03-31,0.429,10.976,16.482,16.482,2.922,11.532,0.18,0.279,0.649,0.231,0.131,0.153,0.144,0.739,0.261,0.271,0.261,0.027,1.55,0.622,0.254,14.529,2.648,3.303,3.388,10.103,0.462,5.462,16.836,2.434,3.05%,CSCO
20779,76076,2014-07-31,2015-04-30,2015-06-30,0.401,11.267,15.965,15.965,2.869,11.613,0.183,0.282,0.651,0.233,0.132,0.157,0.146,0.751,0.249,0.272,0.249,0.027,1.519,0.579,0.254,14.669,2.545,3.173,3.256,9.828,0.463,5.433,16.564,2.374,3.06%,CSCO
20779,76076,2015-07-31,2015-07-31,2015-09-30,0.415,12.372,15.0,15.0,2.703,10.585,0.183,0.279,0.647,0.232,0.126,0.154,0.141,0.736,0.264,0.312,0.264,0.024,1.847,0.531,0.233,16.139,2.558,3.16,3.229,10.797,0.45,5.136,16.301,2.216,3.20%,CSCO
20779,76076,2015-07-31,2015-10-31,2015-12-31,0.409,11.707,14.599,14.599,2.779,10.746,0.193,0.286,0.649,0.241,0.132,0.164,0.148,0.749,0.251,0.29,0.251,0.026,1.613,0.576,0.233,15.201,2.55,3.154,3.23,10.31,0.455,5.371,15.918,2.298,3.09%,CSCO
20779,76076,2015-07-31,2016-01-31,2016-03-31,0.506,11.296,14.164,14.164,2.889,10.332,0.208,0.292,0.653,0.253,0.133,0.175,0.15,0.747,0.253,0.298,0.253,0.025,1.652,0.604,0.233,15.345,2.553,3.142,3.21,11.043,0.447,5.36,15.5,2.354,2.95%,CSCO
20779,76076,2015-07-31,2016-04-30,2016-06-30,0.451,11.251,14.274,14.274,2.918,10.389,0.207,0.293,0.658,0.252,0.131,0.171,0.147,0.732,0.268,0.311,0.268,0.025,1.778,0.6,0.233,15.716,2.631,3.221,3.283,11.633,0.433,5.4,15.737,2.314,3.62%,CSCO
20779,76076,2016-07-31,2016-07-31,2016-09-30,0.416,12.491,15.033,15.033,3.23,11.721,0.218,0.296,0.661,0.262,0.124,0.173,0.143,0.722,0.278,0.325,0.278,0.025,1.964,0.545,0.234,16.562,2.64,3.111,3.16,11.752,0.419,4.936,15.094,2.491,3.28%,CSCO
20779,76076,2016-07-31,2016-10-31,2016-12-31,0.411,11.373,14.39,14.39,3.101,11.209,0.217,0.307,0.673,0.263,0.129,0.172,0.145,0.712,0.288,0.332,0.288,0.025,1.942,0.57,0.234,16.451,2.745,3.269,3.323,12.535,0.408,5.282,15.588,2.392,3.44%,CSCO
20779,76076,2016-07-31,2017-01-31,2017-03-31,0.415,12.131,17.423,17.423,3.485,12.647,0.202,0.308,0.676,0.25,0.125,0.157,0.138,0.697,0.303,0.35,0.303,0.024,2.119,0.564,0.234,17.173,2.869,3.362,3.414,12.581,0.394,5.225,15.566,2.653,3.08%,CSCO
20779,76076,2016-07-31,2017-04-30,2017-06-30,0.384,12.524,15.808,15.808,3.226,11.429,0.206,0.314,0.674,0.254,0.124,0.158,0.136,0.692,0.308,0.354,0.308,0.025,2.148,0.585,0.234,17.649,2.956,3.423,3.476,12.604,0.388,5.148,14.996,2.394,3.71%,CSCO
20779,76076,2017-07-31,2017-07-31,2017-09-30,0.424,12.962,17.7,17.7,3.469,12.002,0.2,0.306,0.665,0.248,0.117,0.148,0.133,0.72,0.28,0.367,0.28,0.028,2.295,0.503,0.218,19.169,2.556,2.976,3.035,11.357,0.382,4.772,13.508,2.508,3.45%,CSCO
20779,76076,2017-07-31,2017-10-31,2017-12-31,0.388,13.387,19.845,19.845,3.962,13.309,0.203,0.308,0.668,0.25,0.116,0.15,0.126,0.703,0.297,0.369,0.297,0.026,2.331,0.556,0.218,18.863,2.756,3.179,3.237,10.701,0.373,5.101,13.915,2.888,3.03%,CSCO
20779,76076,2017-07-31,2018-01-31,2018-03-31,0.257,14.146,-138.35,-138.35,4.296,14.226,-0.03,0.309,0.668,0.017,0.116,-0.022,0.127,0.703,0.297,0.399,0.297,0.026,2.383,0.505,0.218,20.622,2.468,2.847,2.904,9.723,0.372,5.143,13.783,3.975,2.70%,CSCO
20779,76076,2017-07-31,2018-04-30,2018-06-30,0.223,14.747,-153.68,-153.68,4.162,14.916,-0.026,0.305,0.666,0.02,0.115,-0.02,0.129,0.703,0.297,0.418,0.297,0.027,2.311,0.449,0.218,21.663,2.235,2.597,2.655,9.154,0.384,5.217,13.038,4.337,3.07%,CSCO
20779,76076,2018-07-31,2018-07-31,2018-09-30,0.222,14.962,470.638,485.25,4.508,16.274,0.002,0.299,0.658,0.047,0.124,0.002,0.152,0.68,0.32,0.402,0.32,0.032,1.733,0.505,0.208,21.816,1.722,2.219,2.287,9.738,0.413,4.812,10.39,5.131,2.71%,CSCO
20779,76076,2018-07-31,2018-10-31,2018-12-31,0.212,15.158,120.361,120.361,3.876,13.577,0.025,0.306,0.661,0.067,0.127,0.024,0.158,0.687,0.313,0.439,0.313,0.031,1.928,0.489,0.208,22.541,1.85,2.243,2.305,9.448,0.437,5.265,10.706,4.443,3.05%,CSCO
20779,76076,2018-07-31,2019-01-31,2019-03-31,0.195,14.876,19.491,19.491,4.676,16.884,0.253,0.306,0.659,0.293,0.135,0.277,0.178,0.7,0.3,0.42,0.3,0.035,1.685,0.505,0.208,21.393,1.649,2.068,2.131,9.891,0.472,5.302,9.925,5.827,2.44%,CSCO
20779,76076,2018-07-31,2019-04-30,2019-06-30,0.153,15.097,18.872,18.872,4.565,14.653,0.258,0.307,0.659,0.296,0.147,0.303,0.198,0.7,0.3,0.427,0.3,0.035,1.592,0.577,0.208,21.26,1.482,1.907,1.966,10.55,0.496,5.362,9.263,6.366,2.56%,CSCO
20779,76076,2019-07-31,2019-07-31,2019-09-30,0.143,16.313,18.931,18.931,4.041,13.25,0.224,0.307,0.661,0.26,0.154,0.302,0.223,0.699,0.301,0.513,0.301,0.034,1.547,0.499,0.247,23.027,1.054,1.462,1.506,10.907,0.503,4.835,8.653,6.231,2.83%,CSCO
20779,76076,2019-07-31,2019-10-31,2019-12-31,0.171,15.003,19.108,19.108,3.913,12.996,0.212,0.314,0.668,0.248,0.162,0.284,0.227,0.703,0.297,0.452,0.297,0.035,1.432,0.551,0.247,19.837,1.201,1.618,1.67,11.619,0.533,5.334,8.787,5.911,2.92%,CSCO
20779,76076,2019-07-31,2020-01-31,2020-03-31,0.182,14.67,15.355,15.355,3.234,10.647,0.214,0.317,0.673,0.251,0.167,0.304,0.242,0.697,0.303,0.423,0.303,0.035,1.302,0.589,0.247,18.264,1.159,1.611,1.663,12.057,0.546,5.273,8.223,4.692,3.56%,CSCO
20779,76076,2019-07-31,2020-04-30,2020-06-30,0.2,13.632,18.508,18.508,3.894,12.651,0.213,0.322,0.677,0.249,0.173,0.307,0.257,0.71,0.29,0.4,0.29,0.034,1.203,0.597,0.247,17.068,1.123,1.587,1.637,12.333,0.544,5.148,7.623,5.515,3.09%,CSCO
20779,76076,2020-07-31,2020-07-31,2020-09-30,0.19,13.595,14.92,14.92,3.382,10.81,0.227,0.321,0.674,0.264,0.164,0.313,0.253,0.756,0.244,0.311,0.244,0.029,0.985,0.609,0.271,16.874,1.161,1.67,1.72,12.049,0.512,4.589,7.46,4.388,3.66%,CSCO
20779,76076,2020-07-31,2020-10-31,2020-12-31,0.252,12.853,18.191,18.191,3.934,11.866,0.218,0.32,0.676,0.255,0.167,0.291,0.255,0.748,0.252,0.332,0.252,0.032,1.063,0.635,0.271,16.228,1.147,1.622,1.673,12.094,0.517,5.055,7.027,4.956,3.22%,CSCO
20779,76076,2020-07-31,2021-01-31,2021-03-31,0.208,12.706,21.727,21.727,4.546,14.449,0.211,0.32,0.677,0.248,0.166,0.275,0.256,0.772,0.228,0.327,0.228,0.03,1.038,0.573,0.271,16.658,1.124,1.578,1.628,11.869,0.51,5.027,7.119,5.58,2.78%,CSCO
20779,76076,2020-07-31,2021-04-30,2021-06-30,0.187,13.212,21.992,21.992,4.573,15.141,0.209,0.315,0.674,0.246,0.163,0.271,0.253,0.783,0.217,0.299,0.217,0.031,0.964,0.568,0.271,16.72,1.094,1.559,1.613,11.372,0.515,5.14,7.388,5.555,2.79%,CSCO
20779,76076,2021-07-31,2021-07-31,2021-09-30,0.177,15.843,21.772,21.772,4.608,14.855,0.213,0.312,0.672,0.25,0.162,0.267,0.257,0.807,0.193,0.248,0.193,0.031,0.817,0.589,0.275,16.377,0.934,1.43,1.49,11.521,0.518,4.821,7.267,5.544,2.72%,CSCO
20779,76076,2021-07-31,2021-10-31,2021-12-31,0.181,14.439,23.558,23.558,5.262,18.077,0.224,0.315,0.67,0.263,0.167,0.287,0.261,0.803,0.197,0.253,0.197,0.032,0.805,0.585,0.275,16.34,1.01,1.497,1.561,10.454,0.53,5.356,7.736,6.259,2.34%,CSCO
20779,76076,2021-07-31,2022-01-31,2022-03-31,0.171,14.945,19.914,19.914,4.494,16.23,0.229,0.313,0.666,0.269,0.168,0.289,0.262,0.805,0.195,0.239,0.195,0.032,0.753,0.573,0.275,16.385,0.929,1.44,1.511,9.786,0.54,5.343,7.778,5.865,2.65%,CSCO
20779,76076,2021-07-31,2022-04-30,2022-06-30,0.199,14.585,14.961,14.961,3.423,12.565,0.233,0.316,0.664,0.272,0.171,0.293,0.269,0.809,0.191,0.23,0.191,0.031,0.713,0.565,0.275,16.568,0.895,1.424,1.501,9.015,0.542,5.276,7.972,4.371,3.56%,CSCO
20779,76076,2022-07-31,2022-07-31,2022-09-30,0.214,12.32,14.184,14.184,3.188,12.427,0.229,0.31,0.656,0.267,0.167,0.291,0.271,0.813,0.187,0.216,0.187,0.031,0.66,0.516,0.244,18.076,0.751,1.332,1.432,8.603,0.538,4.971,8.082,4.127,3.80%,CSCO
20779,76076,2022-07-31,2022-10-31,2022-12-31,0.216,13.262,17.199,17.199,3.743,14.222,0.22,0.307,0.652,0.255,0.17,0.283,0.275,0.815,0.185,0.222,0.185,0.034,0.678,0.547,0.244,17.571,0.798,1.353,1.448,7.646,0.559,5.321,8.472,4.86,3.19%,CSCO
20779,76076,2022-07-31,2023-01-31,2023-03-31,0.208,12.764,19.148,19.148,4.028,13.349,0.213,0.301,0.647,0.246,0.171,0.283,0.28,0.823,0.177,0.207,0.177,0.038,0.638,0.629,0.244,17.945,0.797,1.342,1.446,7.08,0.566,5.581,8.615,5.162,2.91%,CSCO
20779,76076,2022-07-31,2023-04-30,2023-06-30,0.22,12.328,18.545,18.545,3.841,11.982,0.209,0.297,0.646,0.241,0.174,0.283,0.288,0.832,0.168,0.202,0.168,0.041,0.61,0.661,0.244,18.192,0.792,1.31,1.421,6.556,0.577,5.932,8.821,4.985,3.02%,CSCO
20779,76076,2023-07-31,2023-07-31,2023-09-30,0.21,12.842,17.511,17.511,3.825,10.962,0.221,0.302,0.651,0.252,0.176,0.299,0.299,0.858,0.142,0.182,0.142,0.043,0.547,0.635,0.346,18.815,0.841,1.268,1.385,6.409,0.582,5.757,9.134,4.908,2.90%,CSCO
20779,76076,2023-07-31,2023-10-31,2023-12-31,0.214,11.719,15.263,15.263,3.537,11.221,0.234,0.313,0.661,0.264,0.187,0.322,0.318,0.85,0.15,0.184,0.15,0.047,0.515,0.64,0.346,18.293,0.836,1.294,1.413,5.778,0.589,6.68,8.867,4.541,3.09%,CSCO
24800,77178,2014-09-30,2014-09-30,2015-01-31,0.314,13.585,14.195,13.432,3.89,11.594,0.285,0.347,0.64,0.328,0.195,0.2,,1.0,,,,,,1.478,0.945,3.783,2.921,3.485,3.727,6.909,0.563,11.632,5.186,2.63,2.69%,QCOM
24800,77178,2014-09-30,2014-12-31,2015-02-28,0.316,13.68,15.33,15.33,4.436,14.122,0.299,0.348,0.634,0.342,0.196,0.21,0.216,1.0,0.0,0.0,0.0,0.36,0.001,1.392,0.945,3.768,2.881,3.412,3.64,7.106,0.558,12.048,5.204,3.081,2.32%,QCOM
24800,77178,2014-09-30,2015-03-31,2015-05-31,0.334,12.664,16.512,16.512,4.132,18.938,0.26,0.355,0.636,0.303,0.202,0.185,0.222,1.0,0.0,0.01,0.0,0.005,0.038,0.975,0.945,3.758,2.806,3.335,3.589,6.38,0.571,12.506,5.193,3.002,2.41%,QCOM
24800,77178,2014-09-30,2015-06-30,2015-08-31,0.336,13.049,15.544,15.544,3.353,16.339,0.23,0.341,0.634,0.275,0.188,0.158,0.202,0.938,0.083,0.101,0.083,0.008,0.443,0.882,0.945,4.693,2.928,3.453,3.723,5.822,0.54,12.234,5.204,2.678,3.39%,QCOM
24800,77178,2015-09-30,2015-09-30,2015-11-30,0.387,11.017,15.152,15.152,2.901,13.319,0.208,0.333,0.638,0.256,0.17,0.149,,0.759,0.241,0.265,0.241,,1.301,0.903,0.284,7.649,2.84,3.378,3.623,6.212,0.509,11.554,5.281,2.314,3.94%,QCOM
24800,77178,2015-09-30,2015-12-31,2016-02-29,0.405,13.136,16.818,16.818,3.169,12.91,0.2,0.32,0.642,0.254,0.154,0.136,0.155,0.817,0.184,0.209,0.184,0.021,1.107,0.946,0.284,6.704,2.846,3.337,3.585,5.575,0.478,13.116,5.582,2.511,3.78%,QCOM
24800,77178,2015-09-30,2016-03-31,2016-05-31,0.395,13.677,17.325,17.325,3.567,11.088,0.217,0.303,0.645,0.277,0.137,0.148,0.132,0.758,0.242,0.273,0.242,0.022,1.632,1.132,0.284,7.903,2.784,3.22,3.443,5.609,0.445,12.948,5.493,2.721,3.86%,QCOM
24800,77178,2015-09-30,2016-06-30,2016-08-31,0.388,12.328,18.496,18.496,4.072,13.278,0.226,0.316,0.648,0.288,0.142,0.166,0.137,0.753,0.247,0.282,0.247,0.026,1.579,1.058,0.284,8.2,2.545,2.95,3.157,5.879,0.452,13.111,5.489,3.033,3.36%,QCOM
24800,77178,2016-09-30,2016-09-30,2016-11-30,0.316,14.663,17.882,17.882,4.272,13.597,0.242,0.327,0.647,0.303,0.149,0.179,0.146,0.761,0.24,0.281,0.24,0.026,1.527,1.012,0.359,8.929,2.551,2.931,3.143,5.46,0.457,11.262,5.31,3.15,3.11%,QCOM
24800,77178,2016-09-30,2016-12-31,2017-02-28,0.324,12.401,17.22,17.22,3.508,13.812,0.206,0.338,0.652,0.264,0.158,0.16,0.157,0.755,0.245,0.289,0.245,0.027,1.467,0.828,0.359,8.844,2.158,2.525,2.739,5.306,0.463,11.917,5.488,2.673,3.75%,QCOM
24800,77178,2016-09-30,2017-03-31,2017-05-31,0.37,12.3,19.09,19.09,3.494,13.83,0.185,0.343,0.655,0.241,0.161,0.145,0.163,0.758,0.242,0.286,0.242,0.03,1.421,0.758,0.359,8.68,1.751,2.161,2.373,4.869,0.458,9.275,5.655,2.699,3.98%,QCOM
24800,77178,2016-09-30,2017-06-30,2017-08-31,0.384,14.063,20.027,20.027,3.279,17.696,0.166,0.318,0.648,0.225,0.141,0.125,0.141,0.718,0.282,0.328,0.282,0.028,1.914,0.504,0.359,9.217,1.742,2.171,2.389,4.396,0.418,7.82,5.675,2.465,4.36%,QCOM
24800,77178,2017-09-30,2017-09-30,2017-11-30,0.405,14.484,40.206,40.206,4.21,20.839,0.106,0.292,0.641,0.169,0.115,0.078,0.111,0.613,0.387,0.437,0.387,0.029,3.226,0.43,0.135,10.802,3.421,3.81,3.997,4.64,0.394,7.941,4.602,3.157,3.44%,QCOM
24800,77178,2017-09-30,2017-12-31,2018-02-28,0.252,16.463,-22.727,-22.727,4.136,18.957,-0.18,0.271,0.634,-0.115,0.106,-0.135,0.1,0.633,0.367,0.424,0.367,0.029,3.11,0.481,0.135,10.499,2.451,2.853,3.042,4.272,0.372,6.455,5.256,4.022,3.51%,QCOM
24800,77178,2017-09-30,2018-03-31,2018-05-31,0.29,20.055,-18.569,-18.569,3.83,18.039,-0.205,0.235,0.622,-0.134,0.085,-0.157,0.077,0.586,0.414,0.479,0.414,0.029,4.239,0.427,0.135,11.582,2.975,3.338,3.511,4.413,0.348,6.544,4.976,3.618,4.27%,QCOM
24800,77178,2017-09-30,2018-06-30,2018-08-31,0.28,19.163,-23.693,-23.693,4.226,14.224,-0.189,0.245,0.627,-0.116,0.086,-0.156,0.08,0.58,0.42,0.516,0.42,0.032,4.062,0.521,0.135,12.13,2.861,3.222,3.367,4.531,0.355,6.789,4.896,4.161,3.61%,QCOM
24800,77178,2018-09-30,2018-09-30,2018-11-30,0.014,19.157,-17.548,-17.548,3.124,18.233,-0.214,0.239,0.618,-0.145,0.111,-0.302,0.111,0.057,0.943,1.005,0.943,0.04,3.01,0.347,0.123,10.675,1.076,1.396,1.547,4.658,0.463,6.956,4.395,58.26,4.26%,QCOM
24800,77178,2018-09-30,2018-12-31,2019-02-28,0.053,20.03,34.669,34.669,3.017,25.962,0.097,0.233,0.616,0.173,0.089,0.116,0.088,0.44,0.56,0.67,0.56,0.038,3.927,0.197,0.123,11.612,1.932,2.301,2.438,4.714,0.444,6.576,5.071,17.865,4.65%,QCOM
24800,77178,2018-09-30,2019-03-31,2019-05-31,0.056,18.431,35.733,35.733,3.835,29.358,0.114,0.243,0.613,0.187,0.107,0.187,0.112,0.338,0.662,0.77,0.662,0.04,3.475,0.228,0.123,11.033,1.415,1.802,1.944,4.754,0.52,6.452,4.958,21.012,3.71%,QCOM
24800,77178,2018-09-30,2019-06-30,2019-08-31,0.059,19.401,27.676,27.676,4.609,16.813,0.164,0.241,0.616,0.236,0.121,0.424,0.136,0.189,0.811,0.893,0.811,0.041,3.312,0.521,0.123,10.195,1.091,1.444,1.603,4.577,0.607,6.64,4.844,17.306,3.19%,QCOM
