gvkey,permno,adate,qdate,public_date,bm,evm,pe_exi,pe_inc,ps,pcf,npm,opmbd,gpm,cfm,roa,roe,roce,equity_invcap,debt_invcap,totdebt_invcap,capital_ratio,int_totdebt,debt_ebitda,ocf_lct,cash_debt,lt_ppent,cash_ratio,quick_ratio,curr_ratio,inv_turn,at_turn,rect_turn,pay_turn,ptb,divyield,TICKER
6066,12490,2016-12-31,2017-06-30,2017-08-31,0.128,12.006,11.889,11.899,1.699,8.717,0.146,0.209,0.531,0.203,0.14,0.656,0.198,0.335,0.662,0.806,0.664,0.028,2.637,0.427,0.171,9.119,0.29,1.165,1.21,22.652,0.666,2.925,6.695,7.237,4.19%,IBM
6066,12490,2016-12-31,2017-09-30,2017-11-30,0.146,11.674,12.863,12.874,1.819,9.731,0.144,0.212,0.53,0.202,0.141,0.625,0.197,0.334,0.663,0.79,0.665,0.028,2.657,0.417,0.171,9.208,0.306,1.211,1.257,22.728,0.657,2.871,6.657,7.263,3.90%,IBM
6066,12490,2017-12-31,2017-12-31,2018-02-28,0.128,12.185,25.379,25.379,1.814,8.583,0.073,0.195,0.517,0.13,0.127,0.313,0.175,0.306,0.692,0.813,0.694,0.029,3.03,0.448,0.155,9.683,0.337,1.289,1.331,24.368,0.652,2.6,6.041,7.914,3.85%,IBM
6066,12490,2017-12-31,2018-03-31,2018-05-31,0.129,11.088,23.28,23.28,1.62,7.468,0.071,0.21,0.525,0.128,0.138,0.305,0.192,0.316,0.682,0.79,0.683,0.029,2.748,0.494,0.155,9.434,0.352,1.293,1.34,22.883,0.65,2.772,6.714,7.141,4.44%,IBM
6066,12490,2017-12-31,2018-06-30,2018-08-31,0.145,10.536,23.626,23.588,1.655,8.254,0.071,0.214,0.523,0.127,0.14,0.309,0.197,0.316,0.682,0.788,0.683,0.03,2.666,0.462,0.155,9.432,0.351,1.309,1.358,22.68,0.654,2.751,6.676,7.219,4.29%,IBM
6066,12490,2017-12-31,2018-09-30,2018-11-30,0.144,10.487,19.979,19.947,1.405,6.698,0.071,0.217,0.524,0.127,0.141,0.307,0.201,0.324,0.674,0.812,0.675,0.031,2.656,0.464,0.155,9.459,0.36,1.286,1.334,21.96,0.65,2.727,6.662,5.708,5.05%,IBM
6066,12490,2018-12-31,2018-12-31,2019-02-28,0.202,8.443,14.525,14.509,1.544,8.062,0.11,0.219,0.524,0.166,0.14,0.452,0.204,0.32,0.678,0.872,0.679,0.032,2.627,0.399,0.143,9.864,0.32,1.242,1.286,23.189,0.64,2.54,5.835,5.998,4.55%,IBM
6066,12490,2018-12-31,2019-03-31,2019-05-31,0.132,9.343,13.396,13.396,1.431,7.309,0.11,0.233,0.532,0.171,0.149,0.449,0.21,0.318,0.679,0.859,0.681,0.031,2.635,0.413,0.143,8.857,0.381,1.271,1.318,20.783,0.632,2.715,6.361,6.832,5.10%,IBM
6066,12490,2018-12-31,2019-06-30,2019-08-31,0.144,10.063,14.016,14.016,1.542,7.48,0.112,0.227,0.537,0.176,0.142,0.464,0.192,0.284,0.713,0.909,0.715,0.026,3.193,0.411,0.143,8.798,0.585,1.411,1.457,20.315,0.587,2.77,6.438,6.804,4.78%,IBM
6066,12490,2018-12-31,2019-09-30,2019-11-30,0.139,10.721,15.616,15.634,1.544,7.713,0.1,0.22,0.541,0.171,0.128,0.415,0.154,0.253,0.745,0.92,0.747,0.026,3.689,0.4,0.143,8.694,0.568,1.363,1.408,20.508,0.552,2.902,6.702,6.631,4.82%,IBM
6066,12490,2019-12-31,2019-12-31,2020-02-29,0.219,11.064,12.313,12.325,1.499,7.828,0.122,0.219,0.55,0.201,0.123,0.405,0.143,0.264,0.734,0.863,0.736,0.03,4.031,0.392,0.113,8.743,0.239,0.976,1.019,21.05,0.56,2.789,6.056,4.435,4.98%,IBM
6066,12490,2019-12-31,2020-03-31,2020-05-31,0.203,12.242,12.366,12.366,1.449,7.654,0.118,0.202,0.552,0.199,0.105,0.462,0.106,0.242,0.756,0.911,0.757,0.025,4.655,0.372,0.113,8.931,0.503,1.195,1.239,20.0,0.502,3.319,7.699,5.545,5.22%,IBM
6066,12490,2019-12-31,2020-06-30,2020-08-31,0.191,11.86,13.997,13.997,1.455,7.262,0.104,0.205,0.557,0.192,0.101,0.386,0.097,0.252,0.746,0.885,0.748,0.028,4.515,0.398,0.113,8.982,0.304,0.977,1.023,19.142,0.496,3.476,7.528,5.344,5.29%,IBM
6066,12490,2019-12-31,2020-09-30,2020-11-30,0.196,11.33,13.989,13.989,1.467,6.971,0.105,0.209,0.561,0.194,0.103,0.374,0.101,0.262,0.736,0.88,0.738,0.026,4.425,0.408,0.113,9.049,0.33,0.968,1.015,18.222,0.489,3.582,7.459,5.19,5.28%,IBM
6066,12490,2020-12-31,2020-12-31,2021-02-28,0.232,11.625,19.401,19.09,1.444,5.84,0.075,0.209,0.565,0.165,0.1,0.211,0.099,0.262,0.736,0.845,0.738,0.026,4.321,0.456,0.135,9.184,0.358,0.936,0.982,18.522,0.478,3.383,6.578,4.077,5.48%,IBM
6066,12490,2020-12-31,2021-03-31,2021-05-31,0.18,11.313,27.275,24.037,1.855,6.893,0.068,0.228,0.588,0.173,0.102,0.215,0.101,0.266,0.732,0.851,0.733,0.025,4.235,0.488,0.135,9.144,0.363,0.952,1.001,15.231,0.452,3.734,6.432,6.005,4.56%,IBM
6066,12490,2020-12-31,2021-06-30,2021-08-31,0.167,11.91,30.246,23.706,1.925,7.113,0.064,0.234,0.61,0.183,0.1,0.187,0.098,0.276,0.723,0.834,0.724,0.025,4.211,0.468,0.135,9.098,0.328,0.903,0.952,13.713,0.432,3.702,5.888,5.733,4.67%,IBM
6066,12490,2020-12-31,2021-09-30,2021-11-30,0.178,12.894,30.026,22.178,1.721,6.518,0.058,0.233,0.632,0.186,0.094,0.155,0.087,0.286,0.712,0.818,0.714,0.026,4.329,0.433,0.135,9.111,0.283,0.85,0.9,12.206,0.41,3.62,5.121,4.724,5.60%,IBM
6066,12490,2021-12-31,2021-12-31,2022-02-28,0.19,13.384,23.514,19.293,1.916,8.586,0.082,0.228,0.647,0.194,0.091,0.193,0.083,0.285,0.714,0.831,0.715,0.025,4.213,0.381,0.113,12.674,0.249,0.83,0.879,11.606,0.398,3.233,4.524,4.807,5.35%,IBM
6066,12490,2021-12-31,2022-03-31,2022-05-31,0.163,13.933,25.29,22.761,2.14,11.22,0.085,0.223,0.634,0.178,0.091,0.225,0.088,0.292,0.706,0.824,0.707,0.027,4.452,0.318,0.113,10.579,0.259,0.817,0.868,11.998,0.42,3.735,5.372,6.555,4.75%,IBM
6066,12490,2021-12-31,2022-06-30,2022-08-31,0.152,13.814,20.718,20.852,1.944,11.807,0.094,0.217,0.62,0.169,0.093,0.261,0.094,0.292,0.707,0.825,0.708,0.028,4.353,0.29,0.113,11.69,0.268,0.825,0.877,12.973,0.445,3.935,5.879,5.977,5.14%,IBM
6066,12490,2021-12-31,2022-09-30,2022-11-30,0.187,13.689,98.609,107.899,2.224,14.935,0.023,0.209,0.608,0.087,0.094,0.066,0.1,0.289,0.709,0.822,0.71,0.028,4.351,0.277,0.113,13.124,0.291,0.853,0.906,13.747,0.467,4.1,6.334,6.706,4.43%,IBM
6066,12490,2022-12-31,2022-12-31,2023-02-28,0.19,14.331,66.308,71.833,1.931,11.202,0.029,0.209,0.608,0.108,0.098,0.076,0.105,0.312,0.687,0.767,0.688,0.029,4.261,0.331,0.099,12.813,0.281,0.875,0.924,14.843,0.467,3.801,5.91,4.824,5.10%,IBM
6066,12490,2022-12-31,2023-03-31,2023-05-31,0.181,13.87,58.186,65.607,1.927,10.651,0.034,0.21,0.608,0.11,0.099,0.099,0.108,0.295,0.704,0.793,0.704,0.029,4.388,0.351,0.099,13.317,0.357,0.924,0.977,14.337,0.471,4.217,6.174,5.405,5.16%,IBM
6066,12490,2022-12-31,2023-06-30,2023-08-31,0.182,13.78,63.289,68.293,2.21,10.894,0.036,0.212,0.61,0.109,0.1,0.102,0.109,0.296,0.703,0.792,0.704,0.031,4.487,0.391,0.099,13.388,0.42,0.973,1.025,14.656,0.467,4.299,6.124,6.025,4.52%,IBM
6066,12490,2022-12-31,2023-09-30,2023-11-30,0.18,13.819,20.539,21.029,2.367,10.777,0.116,0.216,0.611,0.187,0.102,0.322,0.112,0.299,0.7,0.789,0.701,0.032,4.432,0.428,0.099,13.161,0.428,0.965,1.013,15.704,0.468,4.453,6.296,6.273,4.19%,IBM
170617,13407,2013-12-31,2014-09-30,2015-01-31,0.103,27.758,71.613,71.613,15.156,33.254,0.247,0.542,0.917,0.343,0.335,0.174,0.305,0.99,0.01,0.02,0.01,0.04,0.061,4.454,1.741,0.776,11.403,12.825,12.825,,0.547,9.494,8.521,7.993,,FB
170617,13407,2014-12-31,2014-12-31,2015-02-28,0.17,35.099,71.791,71.791,14.167,32.363,0.236,0.499,0.924,0.336,0.214,0.112,0.191,0.997,0.003,0.006,0.003,0.065,0.037,3.832,1.335,1.031,7.864,9.6,9.6,,0.429,8.785,7.186,4.762,,FB
170617,13407,2014-12-31,2015-03-31,2015-05-31,0.163,32.885,76.883,76.883,13.185,30.329,0.208,0.467,0.932,0.314,0.242,0.12,0.208,0.995,0.005,0.009,0.005,0.065,0.041,4.181,1.335,0.894,9.224,10.742,10.742,,0.425,9.414,6.48,4.749,,FB
170617,13407,2014-12-31,2015-06-30,2015-08-31,0.163,34.977,91.255,91.255,13.804,31.522,0.187,0.438,0.938,0.299,0.202,0.096,0.167,0.997,0.003,0.006,0.003,0.065,0.033,4.08,1.335,0.941,8.272,9.823,9.823,,0.389,9.202,6.433,5.122,,FB
170617,13407,2014-12-31,2015-09-30,2015-11-30,0.163,35.441,104.24,104.24,14.85,32.178,0.177,0.418,0.946,0.293,0.177,0.084,0.143,0.997,0.003,0.004,0.003,0.065,0.026,4.299,1.335,0.971,7.829,9.464,9.464,,0.369,9.093,5.801,5.714,,FB
170617,13407,2015-12-31,2015-12-31,2016-02-29,0.149,36.156,82.884,82.884,13.687,28.535,0.206,0.46,0.949,0.314,0.184,0.091,0.156,0.998,0.002,0.007,0.002,0.084,0.038,4.467,1.657,0.912,9.576,11.248,11.248,,0.4,8.463,4.93,5.529,,FB
170617,13407,2015-12-31,2016-03-31,2016-05-31,0.144,29.713,69.888,69.888,13.896,27.795,0.249,0.477,0.949,0.34,0.207,0.121,0.181,0.998,0.002,0.003,0.002,0.084,0.016,5.337,1.657,0.884,9.317,11.01,11.01,,0.412,9.055,6.389,5.826,,FB
170617,13407,2015-12-31,2016-06-30,2016-08-31,0.154,27.318,56.556,56.556,13.221,26.158,0.292,0.498,0.949,0.369,0.23,0.15,0.205,0.999,0.001,0.002,0.001,0.084,0.01,5.79,1.657,0.834,10.105,11.841,11.841,,0.435,9.121,7.263,5.815,,FB
170617,13407,2015-12-31,2016-09-30,2016-11-30,0.149,25.688,41.993,41.993,11.236,22.026,0.333,0.519,0.948,0.396,0.252,0.179,0.23,0.999,0.001,0.002,0.001,0.084,0.006,5.895,1.657,0.774,10.362,12.038,12.038,,0.455,9.156,7.042,5.122,,FB
170617,13407,2016-12-31,2016-12-31,2017-02-28,0.178,22.437,38.837,38.837,11.55,19.817,0.37,0.537,0.948,0.454,0.259,0.197,0.241,0.998,0.002,0.002,0.002,0.047,0.008,5.603,2.793,0.671,10.243,11.966,11.966,,0.483,8.437,5.815,5.393,,FB
170617,13407,2016-12-31,2017-03-31,2017-05-31,0.151,21.993,38.539,38.539,11.825,19.698,0.381,0.539,0.946,0.47,0.281,0.219,0.263,1.0,0.001,0.001,0.001,0.047,0.002,6.856,2.793,0.702,10.481,12.128,12.128,,0.486,9.124,7.652,5.759,,FB
170617,13407,2016-12-31,2017-06-30,2017-08-31,0.152,21.341,38.472,38.472,12.288,20.036,0.397,0.546,0.945,0.489,0.291,0.233,0.284,1.0,0.001,0.001,0.001,0.047,0.003,6.948,2.793,0.689,10.531,12.163,12.163,,0.497,9.231,6.916,6.131,,FB
170617,13407,2016-12-31,2017-09-30,2017-11-30,0.143,20.694,34.337,34.337,11.58,18.455,0.417,0.556,0.942,0.513,0.304,0.252,0.309,1.0,0.002,0.002,0.002,0.047,0.006,7.372,2.793,0.672,10.907,12.585,12.585,,0.509,9.28,7.148,5.934,,FB
170617,13407,2017-12-31,2017-12-31,2018-02-28,0.145,21.983,33.083,33.083,10.509,17.643,0.392,0.574,0.94,0.466,0.312,0.239,0.304,0.999,0.001,0.001,0.001,0.065,0.003,6.44,2.379,0.742,11.098,12.916,12.916,,0.544,8.275,7.132,5.743,,FB
170617,13407,2017-12-31,2018-03-31,2018-05-31,0.167,18.631,31.752,31.752,10.317,17.026,0.401,0.575,0.935,0.475,0.335,0.26,0.3,0.999,0.001,0.001,0.001,0.065,0.003,6.988,2.379,0.695,10.309,11.896,11.896,,0.547,9.256,6.954,5.926,,FB
170617,13407,2017-12-31,2018-06-30,2018-08-31,0.141,18.572,27.203,27.203,8.739,15.16,0.393,0.565,0.926,0.468,0.336,0.263,0.313,0.999,0.001,0.001,0.001,0.065,0.004,6.648,2.379,0.665,9.887,11.474,11.474,,0.566,9.255,8.095,5.339,,FB
170617,13407,2017-12-31,2018-09-30,2018-11-30,0.17,17.711,21.176,21.176,6.509,11.519,0.376,0.547,0.919,0.452,0.331,0.258,0.317,0.999,0.001,0.001,0.001,0.065,0.003,6.181,2.379,0.642,8.917,10.431,10.431,,0.583,9.187,8.531,4.205,,FB
170617,13407,2018-12-31,2018-12-31,2019-02-28,0.227,12.815,21.328,21.328,6.898,13.157,0.396,0.524,0.91,0.473,0.321,0.278,0.313,1.0,0.0,0.006,0.0,0.031,0.017,4.172,2.217,0.535,5.861,7.194,7.194,,0.614,8.322,8.392,4.542,,FB
170617,13407,2018-12-31,2019-03-31,2019-05-31,0.182,15.51,26.37,26.37,7.233,13.879,0.332,0.517,0.906,0.412,0.331,0.243,0.32,0.98,0.02,0.023,0.02,0.031,0.065,4.542,2.217,0.602,6.28,7.494,7.494,,0.605,9.171,9.08,4.928,,FB
170617,13407,2018-12-31,2019-06-30,2019-08-31,0.161,14.883,31.469,31.469,7.135,13.519,0.273,0.507,0.902,0.355,0.326,0.206,0.314,0.961,0.039,0.044,0.039,0.031,0.123,3.737,2.217,0.653,4.982,5.963,5.963,,0.602,9.062,9.214,5.032,,FB
170617,13407,2018-12-31,2019-09-30,2019-11-30,0.185,14.455,32.262,32.262,7.294,13.924,0.271,0.503,0.901,0.353,0.321,0.212,0.315,0.941,0.059,0.066,0.059,0.031,0.184,3.224,2.217,0.694,4.331,5.177,5.177,,0.594,9.099,8.951,5.162,,FB
170617,13407,2019-12-31,2019-12-31,2020-02-29,0.174,17.175,29.933,29.933,6.55,12.751,0.261,0.491,0.901,0.343,0.301,0.198,0.295,0.91,0.09,0.1,0.09,0.003,0.319,2.412,1.124,0.722,3.645,4.399,4.399,,0.613,8.266,6.439,4.535,,FB
170617,13407,2019-12-31,2020-03-31,2020-05-31,0.221,15.623,30.834,30.834,7.39,14.264,0.286,0.471,0.899,0.367,0.285,0.226,0.282,0.917,0.083,0.091,0.083,0.003,0.281,2.694,1.124,0.733,3.831,4.53,4.53,,0.572,9.172,8.017,5.148,,FB
170617,13407,2019-12-31,2020-06-30,2020-08-31,0.171,16.564,35.8,35.8,9.38,21.19,0.313,0.454,0.897,0.395,0.266,0.241,0.261,0.915,0.085,0.094,0.085,0.003,0.308,2.43,1.124,0.693,4.129,4.854,4.854,,0.561,9.406,7.805,6.383,,FB
170617,13407,2019-12-31,2020-09-30,2020-11-30,0.158,17.735,31.546,31.546,8.431,19.705,0.32,0.446,0.892,0.402,0.263,0.245,0.254,0.916,0.084,0.093,0.084,0.003,0.313,2.532,1.124,0.644,4.303,5.049,5.049,,0.566,9.776,8.066,5.655,,FB
170617,13407,2020-12-31,2020-12-31,2021-02-28,0.165,19.968,25.532,25.532,7.209,15.993,0.339,0.46,0.886,0.419,0.27,0.253,0.26,0.927,0.073,0.081,0.073,,0.283,2.586,1.249,0.564,4.152,5.051,5.051,,0.587,8.245,7.298,4.83,,FB
170617,13407,2020-12-31,2021-03-31,2021-05-31,0.16,16.82,28.121,28.121,8.344,19.697,0.357,0.481,0.882,0.434,0.311,0.292,0.302,0.922,0.078,0.086,0.078,,0.25,3.139,1.249,0.558,4.731,5.631,5.631,,0.62,10.173,10.51,5.893,,FB
170617,13407,2020-12-31,2021-06-30,2021-08-31,0.141,16.278,28.123,28.123,8.63,18.323,0.372,0.497,0.882,0.444,0.342,0.318,0.333,0.924,0.076,0.084,0.076,,0.226,3.622,1.249,0.54,4.527,5.494,5.494,,0.655,10.141,11.581,6.543,,FB
170617,13407,2020-12-31,2021-09-30,2021-11-30,0.141,16.411,23.192,23.192,6.835,14.319,0.359,0.487,0.878,0.428,0.342,0.311,0.332,0.923,0.077,0.085,0.077,,0.224,3.552,1.249,0.542,4.127,5.119,5.119,,0.678,9.898,10.188,5.757,,FB
170617,13407,2021-12-31,2021-12-31,2022-02-28,0.135,17.112,15.325,15.325,4.132,8.448,0.334,0.464,0.876,0.401,0.336,0.311,0.335,0.904,0.096,0.105,0.096,0.002,0.264,2.729,1.403,0.588,2.278,3.154,3.154,,0.725,9.295,5.424,3.902,,FB
170617,13407,2021-12-31,2022-03-31,2022-05-31,0.204,16.863,14.648,14.648,3.711,7.462,0.312,0.435,0.872,0.38,0.311,0.282,0.301,0.912,0.088,0.096,0.088,0.002,0.264,3.178,1.403,0.558,2.869,3.765,3.765,,0.714,9.726,5.858,3.604,,FB
170617,13407,2021-12-31,2022-06-30,2022-08-31,0.289,15.444,13.488,13.488,3.112,6.356,0.282,0.402,0.873,0.35,0.287,0.259,0.278,0.904,0.096,0.105,0.096,0.002,0.307,2.843,1.403,0.559,2.326,3.129,3.129,,0.713,9.739,4.485,2.955,,META
170617,13407,2021-12-31,2022-09-30,2022-11-30,0.343,13.644,11.258,11.258,2.248,4.912,0.244,0.371,0.874,0.315,0.262,0.227,0.251,0.881,0.119,0.128,0.119,0.002,0.412,2.482,1.403,0.578,2.009,2.757,2.757,,0.696,9.806,3.92,2.14,,META
170617,13407,2022-12-31,2022-12-31,2023-02-28,0.4,8.093,20.366,20.366,3.339,7.714,0.199,0.362,0.871,0.273,0.24,0.185,0.23,0.83,0.17,0.18,0.17,0.009,0.646,1.868,0.841,0.651,1.518,2.203,2.203,,0.663,8.479,3.322,3.097,,META
170617,13407,2022-12-31,2023-03-31,2023-05-31,0.229,10.326,32.844,32.844,4.99,11.62,0.183,0.362,0.873,0.26,0.243,0.172,0.229,0.843,0.157,0.166,0.157,0.012,0.581,2.072,0.841,0.61,1.659,2.326,2.326,,0.653,9.932,3.606,4.693,,META
170617,13407,2022-12-31,2023-06-30,2023-08-31,0.182,11.101,34.486,34.486,5.456,11.847,0.187,0.388,0.875,0.268,0.26,0.18,0.248,0.818,0.182,0.191,0.182,0.016,0.636,2.114,0.841,0.655,1.66,2.285,2.285,,0.638,9.992,3.857,4.907,,META
170617,13407,2022-12-31,2023-09-30,2023-11-30,0.185,11.249,28.9,28.9,5.72,10.966,0.234,0.437,0.883,0.316,0.294,0.234,0.288,0.811,0.189,0.199,0.189,0.019,0.583,2.347,0.841,0.673,1.715,2.303,2.303,,0.64,10.164,3.695,5.082,,META
1690,14593,2014-09-30,2014-09-30,2015-01-31,0.223,10.361,18.164,18.164,3.733,11.428,0.216,0.331,0.429,0.26,0.275,0.291,0.365,0.794,0.206,0.251,0.206,0.015,0.584,0.941,0.496,5.833,0.395,1.047,1.08,53.838,0.833,7.639,3.982,5.178,1.60%,AAPL
1690,14593,2014-09-30,2014-12-31,2015-02-28,0.228,8.768,4.328,4.328,3.745,10.574,0.223,0.339,0.434,0.264,0.306,0.317,0.407,0.816,0.184,0.205,0.184,0.014,0.442,1.25,0.496,6.053,0.604,1.248,1.282,57.818,0.867,8.894,4.205,5.101,1.46%,AAPL
1690,14593,2014-09-30,2015-03-31,2015-05-31,0.213,9.098,4.026,4.026,3.538,9.838,0.225,0.344,0.439,0.268,0.316,0.342,0.43,0.788,0.212,0.238,0.212,0.014,0.502,1.261,0.496,6.255,0.531,1.155,1.189,56.801,0.868,9.205,4.276,4.912,1.60%,AAPL
1690,14593,2014-09-30,2015-06-30,2015-08-31,0.21,9.106,3.251,3.251,2.866,7.935,0.226,0.347,0.442,0.271,0.319,0.355,0.429,0.767,0.233,0.266,0.233,0.014,0.546,1.242,0.496,6.542,0.48,1.08,1.114,56.677,0.873,9.419,4.263,4.281,1.84%,AAPL
1690,14593,2015-09-30,2015-09-30,2015-11-30,0.233,8.318,12.831,12.831,2.822,8.116,0.228,0.35,0.446,0.277,0.313,0.388,0.431,0.691,0.309,0.373,0.309,0.015,0.789,1.008,0.475,7.615,0.516,1.08,1.109,58.112,0.895,8.12,3.953,4.599,1.76%,AAPL
1690,14593,2015-09-30,2015-12-31,2016-02-29,0.257,8.685,2.566,2.566,2.287,7.147,0.229,0.351,0.45,0.279,0.303,0.362,0.405,0.721,0.279,0.324,0.279,0.016,0.686,1.069,0.475,7.155,0.525,1.052,1.085,55.875,0.839,10.08,4.364,3.577,2.15%,AAPL
1690,14593,2015-09-30,2016-03-31,2016-05-31,0.257,8.895,2.774,2.774,2.41,8.1,0.223,0.343,0.448,0.275,0.279,0.34,0.364,0.693,0.307,0.36,0.307,0.016,0.839,0.931,0.475,7.388,0.585,1.085,1.117,54.95,0.781,9.588,4.161,3.565,2.28%,AAPL
1690,14593,2015-09-30,2016-06-30,2016-08-31,0.293,8.867,3.091,3.091,2.602,9.05,0.218,0.334,0.444,0.268,0.253,0.32,0.326,0.673,0.327,0.39,0.327,0.017,0.995,0.852,0.475,7.386,0.664,1.14,1.17,54.854,0.736,9.368,4.059,3.784,2.15%,AAPL
1690,14593,2016-09-30,2016-09-30,2016-11-30,0.256,9.964,13.3,13.3,2.74,8.953,0.212,0.322,0.435,0.261,0.226,0.307,0.298,0.63,0.37,0.427,0.37,0.019,1.256,0.833,0.34,7.162,0.85,1.326,1.353,54.263,0.703,7.213,3.335,3.82,2.06%,AAPL
1690,14593,2016-09-30,2016-12-31,2017-02-28,0.262,9.548,4.101,4.101,3.295,10.987,0.207,0.32,0.433,0.256,0.228,0.297,0.286,0.643,0.357,0.422,0.357,0.02,1.216,0.864,0.34,7.302,0.808,1.263,1.293,55.187,0.69,9.075,3.893,4.511,1.66%,AAPL
1690,14593,2016-09-30,2017-03-31,2017-05-31,0.217,10.161,4.467,4.467,3.613,12.006,0.207,0.316,0.431,0.255,0.221,0.296,0.277,0.633,0.367,0.435,0.367,0.021,1.284,0.862,0.34,7.271,0.833,1.287,1.318,52.323,0.682,9.098,3.857,4.907,1.65%,AAPL
1690,14593,2016-09-30,2017-06-30,2017-08-31,0.218,10.988,4.654,4.654,3.79,13.222,0.209,0.314,0.431,0.254,0.217,0.298,0.273,0.62,0.38,0.448,0.38,0.022,1.358,0.806,0.34,7.324,0.854,1.303,1.338,46.686,0.671,8.894,3.772,5.209,1.54%,AAPL
1690,14593,2017-09-30,2017-09-30,2017-11-30,0.21,12.803,18.659,18.659,3.849,13.874,0.211,0.309,0.426,0.255,0.203,0.302,0.264,0.58,0.42,0.5,0.42,0.023,1.635,0.631,0.264,7.142,0.736,1.228,1.276,37.684,0.658,7.056,3.112,5.33,1.47%,AAPL
1690,14593,2017-09-30,2017-12-31,2018-02-28,0.164,12.091,4.577,4.577,3.779,13.94,0.211,0.31,0.426,0.253,0.214,0.311,0.273,0.59,0.41,0.486,0.41,0.023,1.5,0.699,0.264,7.433,0.795,1.271,1.313,35.831,0.654,7.37,3.224,6.421,1.41%,AAPL
1690,14593,2017-09-30,2018-03-31,2018-05-31,0.154,12.085,4.505,4.505,3.712,13.619,0.215,0.309,0.425,0.257,0.209,0.338,0.268,0.576,0.424,0.506,0.424,0.024,1.533,0.697,0.264,7.292,0.816,1.279,1.331,28.349,0.662,7.52,3.301,7.208,1.56%,AAPL
1690,14593,2017-09-30,2018-06-30,2018-08-31,0.129,12.294,5.145,5.145,4.311,14.945,0.22,0.307,0.424,0.262,0.21,0.376,0.27,0.564,0.436,0.518,0.436,0.026,1.515,0.746,0.264,6.987,0.786,1.256,1.314,25.698,0.681,7.537,3.241,9.532,1.28%,AAPL
1690,14593,2018-09-30,2018-09-30,2018-11-30,0.1,14.855,14.994,14.994,3.194,10.944,0.224,0.301,0.418,0.265,0.216,0.436,0.3,0.533,0.467,0.57,0.467,0.028,1.432,0.663,0.299,6.26,0.567,1.09,1.124,35.06,0.716,6.268,2.927,7.878,1.64%,AAPL
1690,14593,2018-09-30,2018-12-31,2019-02-28,0.158,12.647,3.56,3.56,3.124,10.767,0.227,0.303,0.426,0.272,0.213,0.484,0.281,0.548,0.452,0.546,0.452,0.029,1.468,0.753,0.299,6.42,0.773,1.229,1.285,26.635,0.718,7.759,3.484,6.925,1.69%,AAPL
1690,14593,2018-09-30,2019-03-31,2019-05-31,0.121,13.123,3.675,3.675,3.119,11.21,0.221,0.299,0.426,0.267,0.212,0.488,0.28,0.544,0.456,0.557,0.456,0.032,1.48,0.705,0.299,6.242,0.746,1.206,1.255,30.01,0.722,7.452,3.442,7.609,1.76%,AAPL
1690,14593,2018-09-30,2019-06-30,2019-08-31,0.108,13.201,4.434,4.434,3.642,13.671,0.215,0.296,0.426,0.262,0.214,0.499,0.286,0.541,0.459,0.571,0.459,0.032,1.471,0.675,0.299,6.207,0.802,1.256,1.298,34.627,0.738,7.469,3.66,9.78,1.48%,AAPL
1690,14593,2019-09-30,2019-09-30,2019-11-30,0.097,14.664,22.477,22.477,4.564,17.113,0.212,0.289,0.422,0.261,0.214,0.541,0.304,0.496,0.504,0.593,0.504,0.032,1.436,0.656,0.28,6.636,0.951,1.501,1.54,37.331,0.739,5.489,2.95,12.281,1.15%,AAPL
1690,14593,2019-09-30,2019-12-31,2020-02-29,0.07,14.403,5.398,5.398,4.468,16.336,0.215,0.292,0.424,0.26,0.227,0.552,0.31,0.51,0.49,0.595,0.49,0.031,1.427,0.748,0.28,6.08,0.978,1.451,1.493,37.498,0.797,7.731,4.062,13.359,1.13%,AAPL
1690,14593,2019-09-30,2020-03-31,2020-05-31,0.071,15.3,6.224,6.224,5.142,18.283,0.214,0.288,0.425,0.257,0.23,0.589,0.317,0.487,0.513,0.62,0.513,0.028,1.462,0.766,0.28,5.921,1.011,1.498,1.536,41.402,0.811,7.501,3.992,17.572,1.03%,AAPL
1690,14593,2019-09-30,2020-06-30,2020-08-31,0.046,17.195,9.783,9.783,8.059,27.584,0.213,0.287,0.424,0.255,0.238,0.647,0.333,0.458,0.542,0.645,0.542,0.026,1.48,0.802,0.28,5.818,0.992,1.489,1.527,40.669,0.832,7.377,3.982,30.532,.635%,AAPL
1690,14593,2020-09-30,2020-09-30,2020-11-30,0.035,27.483,36.296,36.296,7.373,25.089,0.209,0.277,0.418,0.249,0.229,0.697,0.343,0.379,0.621,0.709,0.621,0.025,1.609,0.765,0.312,5.703,0.863,1.325,1.364,39.148,0.829,6.595,3.61,29.705,.689%,AAPL
1690,14593,2020-09-30,2020-12-31,2021-02-28,0.03,21.536,32.84,32.84,6.921,22.894,0.217,0.29,0.425,0.254,0.262,0.829,0.378,0.41,0.59,0.691,0.59,0.023,1.395,0.828,0.312,6.04,0.829,1.317,1.355,41.395,0.894,7.408,3.911,30.74,.676%,AAPL
1690,14593,2020-09-30,2021-03-31,2021-05-31,0.034,20.731,27.971,27.971,6.39,20.88,0.235,0.307,0.432,0.268,0.303,1.071,0.469,0.396,0.604,0.693,0.604,0.022,1.198,0.906,0.312,6.423,0.752,1.231,1.272,40.527,0.977,8.076,4.11,30.059,.706%,AAPL
